Class;gt;eval;rp;fp;fn;S;G;F1;t_int
bicycle;3;2;1;1;2;0,333333333333333;0,5;0,4;2023-04-24T00:00:10Z
bicycle;3;2;1;1;2;0,333333333333333;0,5;0,4;2023-04-24T00:00:20Z
bicycle;3;2;1;1;2;0,333333333333333;0,5;0,4;2023-04-24T00:00:30Z
bicycle;3;2;2;0;1;0,666666666666667;1,0;0,8;2023-04-24T00:00:50Z
bicycle;3;2;1;1;2;0,333333333333333;0,5;0,4;2023-04-24T00:01:00Z
bicycle;3;2;1;1;2;0,333333333333333;0,5;0,4;2023-04-24T00:01:30Z
bicycle;3;2;2;0;1;0,666666666666667;1,0;0,8;2023-04-24T00:01:40Z
bicycle;3;2;2;0;1;0,666666666666667;1,0;0,8;2023-04-24T00:02:30Z
bicycle;3;2;1;1;2;0,333333333333333;0,5;0,4;2023-04-24T00:03:00Z
bicycle;3;2;2;0;1;0,666666666666667;1,0;0,8;2023-04-24T00:05:00Z
bicycle;3;2;2;0;1;0,666666666666667;1,0;0,8;2023-04-24T00:07:30Z
bicycle;3;2;2;0;1;0,666666666666667;1,0;0,8;2023-04-24T00:15:00Z
