EventID,SectionID,TrackID,X,Y,Frame,Class,Vidfilename,DateTime
1,Nord,1,217,165,190,Pkw ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:30:09
2,Sued,1,336,111,208,Pkw ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:30:10
3,Nord,2,277,169,426,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:30:21
4,Sued,2,370,110,491,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:30:24
5,Sued,3,488,114,1043,Person,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:30:52
6,Nord,3,471,175,1620,Person,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:21
7,Nord,4,232,168,1584,Schienenfahrzeug,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:19
8,Sued,4,340,111,1607,Schienenfahrzeug,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:20
9,Nord,5,314,169,1900,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:35
10,Sued,5,391,111,1950,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:37
11,Nord,6,269,167,1912,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:35
12,Sued,6,362,111,1949,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:37
13,Nord,7,320,170,1924,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:36
14,Sued,7,378,112,1969,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:38
15,Nord,8,319,171,1975,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:38
16,Sued,8,396,112,2028,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:41
17,Nord,9,279,168,2007,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:40
18,Sued,9,368,112,2047,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:42
19,Nord,10,267,168,2016,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:40
20,Sued,10,364,109,2057,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:42
21,Nord,11,327,169,2034,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:41
22,Sued,11,398,112,2093,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:44
23,Nord,12,329,169,2159,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:47
24,Sued,12,398,111,2215,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:31:50
25,Nord,13,307,170,2583,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:32:09
26,Sued,13,395,110,2662,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:32:13
27,Nord,14,308,169,3627,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:01
28,Sued,14,379,112,3688,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:04
29,Nord,15,217,166,3710,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:05
30,Sued,15,337,110,3780,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:09
31,Nord,16,330,170,3844,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:12
32,Sued,16,401,112,3889,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:14
33,Nord,17,323,170,3856,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:12
34,Sued,17,399,109,3903,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:15
35,Nord,18,303,170,3895,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:14
36,Sued,18,397,110,3942,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:17
37,Nord,19,301,170,3912,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:15
38,Sued,19,369,112,3947,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:17
39,Nord,20,337,171,3948,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:17
40,Sued,20,401,112,4017,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:20
41,Nord,21,327,170,4047,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:22
42,Sued,21,397,112,4111,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:25
43,Nord,22,273,168,4072,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:23
44,Sued,22,368,113,4109,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:25
45,Nord,23,310,171,4074,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:23
46,Sued,23,376,111,4127,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:33:26
47,Nord,25,299,169,5829,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:34:51
48,Sued,25,394,111,5901,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:34:55
49,Nord,24,435,173,5780,Person,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:34:49
50,Sued,24,484,114,5933,Person,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:34:56
51,Nord,26,330,170,6077,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:35:03
52,Sued,26,400,111,6110,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:35:05
53,Sued,27,400,113,6196,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:35:09
54,Nord,28,316,170,6193,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:35:09
55,Sued,28,389,110,6235,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:35:11
56,Nord,29,336,172,6207,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:35:10
57,Sued,29,401,112,6246,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:35:12
58,Nord,30,327,171,6278,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:35:13
59,Sued,30,400,112,6326,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:35:16
60,Nord,31,329,168,7546,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:36:17
61,Sued,31,401,110,7611,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:36:20
62,Nord,32,453,172,7575,Person,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:36:18
63,Sued,32,468,112,7703,Person,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:36:25
64,Nord,33,465,173,7767,Person,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:36:28
65,Sued,33,491,114,7896,Person,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:36:34
66,Nord,34,463,174,8223,Person,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:36:51
67,Sued,34,464,111,8363,Person,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:36:58
68,Nord,35,324,170,8332,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:36:56
69,Sued,35,393,112,8394,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:36:59
70,Nord,36,233,166,8629,Schienenfahrzeug,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:11
71,Sued,36,335,111,8651,Schienenfahrzeug,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:12
72,Nord,37,326,170,8722,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:16
73,Sued,37,405,110,8776,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:18
74,Nord,38,319,168,8816,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:20
75,Sued,38,397,111,8868,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:23
76,Nord,39,271,166,8832,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:21
77,Sued,39,360,111,8873,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:23
78,Nord,40,325,171,8836,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:21
79,Sued,40,397,113,8890,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:24
80,Nord,41,329,171,8898,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:24
81,Sued,41,396,110,8949,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:27
82,Nord,42,305,169,8964,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:28
83,Sued,42,390,111,9018,Fahrrad ohne Anhänger,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:30
84,Nord,43,417,172,9072,Person,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:33
85,Sued,43,482,107,9155,Person,TUDCam01_FR20_2022-09-20_08-30-00.mp4,2022-09-20 08:37:37
