EventID,TrackID,SectionID,Class,Frame,X,Y,DateTime
2,866,Nord,person,324,262,168,2022-09-20 08:00:16
3,866,Sued,person,392,384,111,2022-09-20 08:00:19
4,870,Nord,bicycle,319,251,166,2022-09-20 08:00:15
5,876,Sued,bicycle,357,338,112,2022-09-20 08:00:17
6,881,Nord,bicycle,703,277,168,2022-09-20 08:00:35
7,883,Nord,person,709,299,166,2022-09-20 08:00:35
8,883,Sued,person,793,403,112,2022-09-20 08:00:39
9,896,Nord,person,825,249,169,2022-09-20 08:00:41
10,896,Sued,person,871,363,111,2022-09-20 08:00:43
11,897,Nord,bicycle,824,243,168,2022-09-20 08:00:41
12,897,Sued,bicycle,860,347,111,2022-09-20 08:00:43
13,919,Nord,person,1440,414,174,2022-09-20 08:01:12
14,919,Sued,person,1501,450,113,2022-09-20 08:01:15
15,920,Nord,bicycle,1420,456,173,2022-09-20 08:01:11
16,927,Sued,bicycle,1546,299,108,2022-09-20 08:01:17
17,931,Nord,bicycle,1543,300,169,2022-09-20 08:01:17
18,932,Nord,person,1548,319,169,2022-09-20 08:01:17
19,932,Sued,person,1594,400,109,2022-09-20 08:01:19
20,939,Nord,bicycle,1621,291,167,2022-09-20 08:01:21
21,939,Sued,bicycle,1668,382,111,2022-09-20 08:01:23
22,941,Nord,person,1626,302,166,2022-09-20 08:01:21
23,941,Sued,person,1676,387,111,2022-09-20 08:01:23
24,948,Nord,bicycle,1707,309,168,2022-09-20 08:01:25
25,950,Nord,person,1713,322,169,2022-09-20 08:01:25
26,950,Sued,person,1764,399,112,2022-09-20 08:01:28
27,967,Nord,person,1787,303,171,2022-09-20 08:01:29
28,967,Sued,person,1833,399,112,2022-09-20 08:01:31
29,968,Nord,bicycle,1784,297,167,2022-09-20 08:01:29
30,968,Sued,bicycle,1827,388,111,2022-09-20 08:01:31
31,982,Nord,bicycle,2108,307,168,2022-09-20 08:01:45
32,982,Sued,bicycle,2141,369,111,2022-09-20 08:01:47
33,983,Nord,person,2114,319,169,2022-09-20 08:01:45
34,991,Sued,person,2138,397,111,2022-09-20 08:01:46
35,992,Sued,bicycle,2121,364,110,2022-09-20 08:01:46
36,996,Nord,bicycle,2221,217,167,2022-09-20 08:01:51
37,996,Sued,bicycle,2266,378,103,2022-09-20 08:01:53
38,997,Nord,person,2226,262,168,2022-09-20 08:01:51
39,1006,Nord,person,2233,300,168,2022-09-20 08:01:51
40,1009,Nord,person,2470,471,174,2022-09-20 08:02:03
41,1032,Sued,bicycle,2991,342,111,2022-09-20 08:02:29
42,1033,Sued,person,2999,365,111,2022-09-20 08:02:29
43,1035,Nord,person,3131,461,173,2022-09-20 08:02:36
44,1035,Sued,person,3295,493,113,2022-09-20 08:02:44
45,1038,Sued,bicycle,3062,374,117,2022-09-20 08:02:33
46,1039,Nord,person,3006,230,166,2022-09-20 08:02:30
47,1090,Nord,person,3794,267,167,2022-09-20 08:03:09
48,1090,Sued,person,3868,383,111,2022-09-20 08:03:13
49,1091,Nord,bicycle,3787,223,165,2022-09-20 08:03:09
50,1099,Sued,bicycle,3850,381,112,2022-09-20 08:03:12
51,1118,Nord,person,4328,460,174,2022-09-20 08:03:36
52,1118,Sued,person,4468,486,113,2022-09-20 08:03:43
53,1120,Nord,unclear,4292,432,173,2022-09-20 08:03:34
54,1122,Nord,person,4280,316,167,2022-09-20 08:03:34
55,1122,Sued,person,4321,386,111,2022-09-20 08:03:36
56,1123,Nord,bicycle,4276,301,169,2022-09-20 08:03:33
57,1123,Sued,bicycle,4309,373,107,2022-09-20 08:03:35
58,1125,Nord,bicycle,4297,284,168,2022-09-20 08:03:34
59,1125,Sued,bicycle,4336,381,111,2022-09-20 08:03:36
60,1126,Nord,person,4301,295,168,2022-09-20 08:03:35
61,1126,Sued,person,4345,399,112,2022-09-20 08:03:37
62,1149,Nord,person,4581,427,173,2022-09-20 08:03:49
63,1149,Sued,person,4661,438,112,2022-09-20 08:03:53
64,1158,Nord,bicycle,4548,479,174,2022-09-20 08:03:47
65,1182,Nord,bicycle,5028,226,167,2022-09-20 08:04:11
66,1182,Sued,bicycle,5086,334,110,2022-09-20 08:04:14
67,1187,Nord,person,5061,287,167,2022-09-20 08:04:13
68,1193,Sued,bicycle,5201,363,110,2022-09-20 08:04:20
69,1199,Nord,person,5169,239,166,2022-09-20 08:04:18
70,1211,Nord,bicycle,5460,411,172,2022-09-20 08:04:33
71,1212,Nord,person,5484,419,172,2022-09-20 08:04:34
72,1212,Sued,person,5574,447,113,2022-09-20 08:04:38
73,1218,Sued,bicycle,5558,445,112,2022-09-20 08:04:37
74,1225,Sued,person,5731,403,110,2022-09-20 08:04:46
75,1241,Nord,person,6357,421,173,2022-09-20 08:05:17
76,1241,Sued,person,6426,450,112,2022-09-20 08:05:21
77,1242,Nord,bicycle,6327,448,174,2022-09-20 08:05:16
78,1242,Sued,bicycle,6416,445,113,2022-09-20 08:05:20
79,1249,Nord,person,6533,462,174,2022-09-20 08:05:26
